Bank/App Name,Rating,Date,Review Text,Review ID,Source
Dashen Bank,2,2025-04-24,"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",a96e41e8-767a-47e4-831c-2993d37f2906,Google Play Store
Dashen Bank,5,2025-04-22,"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",acef4b82-b287-4a31-8dc8-6d701f99f9c4,Google Play Store
Dashen Bank,5,2025-04-21,"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",5bfe42a8-190a-44b6-8149-bbf58d0cbd08,Google Play Store
Dashen Bank,5,2025-04-21,"Dashen Bank Super App is a game-changer! The user-friendly design, wide range of services, and smooth performance make it incredibly convenient for everyday banking. It’s fast, secure, and truly reflects the bank’s commitment to digital excellence. Highly recommended!",ffefe136-8fc9-4c3b-a4be-71adf835a4f0,Google Play Store
Dashen Bank,5,2025-04-21,"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",3fcf360a-1a03-42d4-9c5e-7973b8671e68,Google Play Store
Dashen Bank,5,2025-04-21,"I am very impressed with the Dashen super app. It is user-friendly and operates efficiently. The budget and chatbot features are impressive, and all items can be purchased with just three clicks.",8f0e023e-152e-44a6-bba1-627c20d3e298,Google Play Store
Dashen Bank,5,2025-04-21,"Dashen SuperApp the ultimate all-in-one solution! From banking and shopping to bill payments, everything you need is right at your fingertips. Life just got a whole lot easier!",650cfa8e-a81f-4f2e-bfbf-8f7fa6996872,Google Play Store
Dashen Bank,5,2025-02-26,"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",759ccebb-dcdd-4f4b-bc9b-7a7453191e52,Google Play Store
Dashen Bank,5,2025-03-28,"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",1124e4c7-b545-49aa-be67-4284f2b39eeb,Google Play Store
Dashen Bank,2,2025-04-09,"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",87355423-1404-4beb-b08d-7cad5d4b4f08,Google Play Store
Dashen Bank,5,2025-04-23,"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",1115d2b9-b1f0-4fe5-a92c-67aed49141a7,Google Play Store
Dashen Bank,5,2025-04-24,"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",7e450cb8-6117-4fb2-b6fe-a4b889074190,Google Play Store
Dashen Bank,5,2025-04-21,"The app keeps getting better with every update! Smooth performance, great UI, and top-notch security. Thank you for making banking so convenient!""",353f56b2-61a0-4685-82b3-8007b602bdaa,Google Play Store
Dashen Bank,5,2025-04-23,"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",e887c287-a3a3-42dc-bd9a-7508531f6f0c,Google Play Store
Dashen Bank,5,2025-04-21,"It is,really super because of its unique offerings to individuals and businesses.It is a secure UX first app intended to cater comprehensive digital meeds.I am also happy to know that Dashen is considering to make the app more inclusive by lowering the mobile version requirements .",31eddf1f-9725-472b-b29a-53377dac71ca,Google Play Store
Dashen Bank,2,2025-06-07,I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,6ab16d21-d2c8-4235-9c48-ff713bfde731,Google Play Store
Dashen Bank,1,2025-03-14,"This app is the most unreliable mobile banking application I have ever used for transaction, it is very late, non-responsive and full of bugs. Its is very disappointing. It is just inconvinient, and not user friendly and compatabke at all !!!!!!",a02f3622-dc96-4c0a-9509-83f06407c209,Google Play Store
Dashen Bank,5,2025-04-21,"The app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. It’s saved me a lot of time and made banking way more convenient. Definitely worth checking out!",873196ce-c4ce-441c-a522-dd0785ea59f3,Google Play Store
Dashen Bank,1,2025-03-20,"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",48ca44ba-ef5d-4023-84c2-20fa95be75d5,Google Play Store
Dashen Bank,5,2025-03-31,"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",98ca9bca-5c01-4997-b80a-b8a53481b391,Google Play Store
Dashen Bank,5,2025-02-26,"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",74f35e55-6ee7-4d01-bc8a-e5b3c92a6b70,Google Play Store
Dashen Bank,3,2025-05-18,Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,29d8b281-c802-4996-8dc3-eb99d78a43ed,Google Play Store
Dashen Bank,5,2025-03-10,"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",a9b0db48-0dae-4e29-9406-dfc9b52cd466,Google Play Store
Dashen Bank,5,2025-04-21,"Db sup app is A platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use QR code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. I addition to i satisfied and i invite everyone to use those platform!!.",ba65f5a6-aa3f-4c38-956e-7077d9756d65,Google Play Store
Dashen Bank,5,2025-04-22,"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",cdbc2de4-065b-4230-a34b-c532cf84ae71,Google Play Store
Dashen Bank,5,2025-04-21,"One of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experience, Highly recommended",5145d0cf-0bf3-4b48-9c11-46819cd06bcd,Google Play Store
Dashen Bank,5,2025-04-21,"Dashen SuperApp is a lifesaver! Banking, shopping, and bills in one super easy app. The new e-commerce feature is awesome and supports local merchants. Fast, secure, and proudly Ethiopian.Download it now—you won’t regret it!",5b8c94df-b1d3-4948-bcb1-238e80146227,Google Play Store
Dashen Bank,4,2025-04-21,"A game changer in Ethiopian digital banking fast, secure, and packed with services. Everything you need, all in one powerful app. A true leap toward financial convenience and innovation!",86b63f8a-6ca9-487d-beca-ed2f75ca888f,Google Play Store
Dashen Bank,5,2025-04-21,"It is a very user friendly, attractive user interface, full of useful features. I really encourage everyone to give it a try.",34df06ad-f6e9-46cc-b5f8-34baddb56b9b,Google Play Store
Dashen Bank,5,2025-04-22,Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,d41dd3e3-b09b-4d1f-a5a2-0caa9f430e37,Google Play Store
Dashen Bank,5,2025-04-21,"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",1351d527-0ebd-4fcb-9c37-ba6361ece17e,Google Play Store
Dashen Bank,5,2025-04-21,"I have an incredible experience with Dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",f3f97b40-b273-44a0-afb9-1d393132be8d,Google Play Store
Dashen Bank,5,2025-04-21,"The user experience is seamless, and everything just works perfectly right out of the box. I can’t believe how much time and effort it saves me every day.",70e43e76-a4ca-4e15-b690-93a34a5bf675,Google Play Store
Dashen Bank,5,2025-04-22,The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,1ba081f6-d792-4a8e-a001-8613242bee50,Google Play Store
Dashen Bank,5,2025-01-22,Excellent banking app for all your needs! Who needs a physical branch when you can use Dashen Bank Super App Instead! I've never had an issue with anything that Dashen Bank Super App haven't handled swiftly and resolved to my satisfaction and above I don't often write reviews but this is an app/bank that I would highly recommended to everyone 💯 👌👍,143ca385-df65-48dc-8339-c870d3fce650,Google Play Store
Dashen Bank,5,2025-01-15,"It has a great application features from the beginning. I'm glad to use it even I haven't used it yet because I haven't activated my account yet. But it's simple, comprehensive, full of information, and fast. በርቱ ዳሸኖች: The super app has impressed me more than I expected.",02f78b78-255a-4e0b-9cca-5be6f627903d,Google Play Store
Dashen Bank,5,2025-03-12,I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,a34ea67e-01a2-487d-b414-b2d41d0572a2,Google Play Store
Dashen Bank,5,2025-04-21,"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",10870471-f38d-4dae-8a2c-ea875933d8ef,Google Play Store
Dashen Bank,5,2025-04-21,"After i download the app recently had a smooth expriance, its user friendly, fast, and everything works as expected. keep up the good work.",22725963-a873-43c8-a711-f52ec4ce55b2,Google Play Store
Dashen Bank,1,2025-04-07,"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",aa31a976-cb24-4df5-8f7c-6fcb238d9327,Google Play Store
Dashen Bank,5,2025-04-21,dashen bank super up has very fast and convenience and also it has contain more things on one app .I am very interesting to use dashen bank super up,a852af36-a839-4285-b57d-2a0616e9e544,Google Play Store
Dashen Bank,5,2025-04-21,it has clear detail information about the application so it helps customer how to use the app. and it is very easy to use and also app is secure.,bcf18a5b-5e9e-43f1-8dfa-d2fb31a8dcd7,Google Play Store
Dashen Bank,5,2025-04-21,"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",02b8cc52-e23d-4b2f-b1e5-576c3560b859,Google Play Store
Dashen Bank,5,2025-04-21,"Banking, but make it smart. Local solutions, all in one place. Smooth, fast, and actually saving time. Feels like the future. Love it!",ce9b538b-ea95-497b-ba79-45189131f057,Google Play Store
Dashen Bank,1,2025-04-25,"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",3cef32ad-b3c0-4784-8594-0dfee471123e,Google Play Store
Dashen Bank,5,2025-04-21,"the very easy, secured, fast and multifunctional dashen supper application I ever seen. dashen really one steps ahead!!!",876f0ee8-c6e9-437e-9a56-bf00083a0319,Google Play Store
Dashen Bank,5,2025-04-21,I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,b5a99318-f47b-46ae-8eef-db5c863f7958,Google Play Store
Dashen Bank,5,2025-04-21,"All-in-one convenience, From managing accounts to paying bills and shopping online and the chat banking is game changer, this app does it all seamlessly.",117e220b-de40-4fd8-8d9e-15b95080d3a5,Google Play Store
Dashen Bank,2,2025-02-24,"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",804dc621-491a-4645-abf9-0b5db917406a,Google Play Store
Dashen Bank,4,2025-01-17,It has a Good performance but need more upgrade for more performance like when we login account not be fast balance show other thing looking good. Carry on. Thanks so much for Greatest service,40cc8813-3573-4cc3-bbba-3cd722362717,Google Play Store
Dashen Bank,4,2025-05-20,Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,c8a76cee-dbcc-491e-9aa0-0f8fa423ee1a,Google Play Store
Dashen Bank,5,2025-04-14,"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",e7057ab4-ff08-40bd-8c50-1d67ce4f5058,Google Play Store
Dashen Bank,5,2025-04-21,"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",328e442a-c92a-42dc-a91c-44d71556a34e,Google Play Store
Dashen Bank,3,2025-04-21,"dashen bank supper app is the most easy to use and have high speed,quality and I like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",05ea16ca-9cbf-4683-9ac7-ea4395cf688b,Google Play Store
Dashen Bank,1,2025-03-19,I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isn’t performing as expected. I hope this can be addressed soon to improve the user experience. One star 🌟 for now.,acab324e-1c06-4be4-bfb4-093e0d0db46f,Google Play Store
Dashen Bank,5,2025-04-22,"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",f20f93ab-8f75-40aa-89a6-c450f54a7365,Google Play Store
Dashen Bank,5,2025-04-21,"All-in-one finance & e-commerce super app! Pay, save, shop seamlessly. Fast, secure. #BankAndShop",83682450-a7ae-424d-9ea9-15b6fe29de4d,Google Play Store
Dashen Bank,5,2025-05-12,"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",c3afc51f-9e2b-4b3d-b155-0339a9ce0f20,Google Play Store
Dashen Bank,5,2025-05-15,"Dashen bank app is very good, but sometimes it is not working well",d8ab69ab-7277-493d-a2d5-0db4fd48635c,Google Play Store
Dashen Bank,5,2025-04-21,"Dashen SuperApp blends finance, shopping, and daily services effortlessly. The new e-commerce feature is smooth and supports local merchants—proud to back an Ethiopian-made solution!",2a157c0e-b57e-43e8-8207-4ae55e549812,Google Play Store
Dashen Bank,5,2025-04-21,The new e-commerce feature is incredibly amazing and user friendly.,06aa9940-e8eb-45b2-91c7-1f13bd1645b6,Google Play Store
Dashen Bank,5,2025-05-03,I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,62102c1c-85b0-4965-b033-063c67ac9129,Google Play Store
Dashen Bank,5,2025-04-22,making transactions has never been easier. the new update is just amazing,a7530454-7c62-4c62-9f29-9f3a2e82c705,Google Play Store
Dashen Bank,5,2025-04-21,Dashen Super App gives me an amazing convenience and makes life easy.,996483eb-2fa8-4628-8c6f-059c82d9e883,Google Play Store
Dashen Bank,5,2025-04-21,"Dashen Bank super App is the most suitable, reliable, and fast digital banking system.",f1d0d6cf-8d40-4ff9-99d5-3225c4efd6b9,Google Play Store
Dashen Bank,4,2025-05-03,nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,157b5f87-506e-46dc-b89b-179653dbd957,Google Play Store
Dashen Bank,5,2025-04-21,I really like this amazing application and Dashen Supper app that has made my life easier.,c8734abd-f137-417a-8c36-defbc982ec26,Google Play Store
Dashen Bank,5,2025-04-21,Easy to use and has many options. It is the best financial app I have ever used.,dd0238ce-336d-4dac-832c-8d01f44faf0a,Google Play Store
Dashen Bank,5,2025-04-24,Incomparably user-friendly and fast app for mobile banking.,b7dbd93e-582d-4510-af69-30c206f1a99d,Google Play Store
Dashen Bank,5,2025-04-29,It is very fast and secured mobile banking app! I like this app!,185c1487-6efe-4ba5-bbaf-41ea48da9422,Google Play Store
Dashen Bank,5,2025-04-22,Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,9b5d99cc-8b0e-46d5-a846-ece397be1d99,Google Play Store
Dashen Bank,5,2025-04-21,"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",d5ae9239-54f2-4f66-9050-09c7aa0d84a8,Google Play Store
Dashen Bank,5,2025-04-16,"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",d5552347-d7f6-4f91-ae8c-c33d16d0a8d3,Google Play Store
Dashen Bank,4,2025-01-15,"It's great! But it will be advanced if you include a caption that allow customers to transfer to Telebirr account. Dashen Bank, ""ኩሉ ግዜ፡ ሓደ ስጕሚ ቀዳሚ።"" (Always one step ahead!)",de496d31-86a5-4051-b76d-4e91d882f5f5,Google Play Store
Dashen Bank,5,2025-01-23,"This app is literally the best thing ever The chat banking is so easy just text and it’s done Super smooth, fast, and honestly a life saverIf you haven’t downloaded it yet you’re missing out big time",9b75d0d7-9840-4c6c-bf0f-5d0816e7644c,Google Play Store
Dashen Bank,2,2025-02-11,The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,d98af23a-58c4-48d9-beaf-b4767f97b769,Google Play Store
Dashen Bank,5,2025-01-24,"Fast, reliable and user friendly. Amazing chatting features. Keep it up! Always one step ahead!",ed4347fd-ddc7-401d-91ae-5fdd82dcf218,Google Play Store
Dashen Bank,1,2025-04-07,It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,c7cdf3f1-a374-470d-80be-8d7bc00d360f,Google Play Store
Dashen Bank,5,2025-05-14,"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",39322571-d8e5-42c6-8c9c-9f31706d5e4f,Google Play Store
Dashen Bank,5,2025-04-21,"The Dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of QR codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. Truly ahead of the curve ..... keep up the excellent work 🤝👏",134d29fb-1daa-4f59-b21f-11e5fa7be525,Google Play Store
Dashen Bank,5,2025-04-21,An app with High performance and advanced features!,94163742-6825-440b-9f7f-71d8d9d036ed,Google Play Store
Dashen Bank,5,2025-04-22,"Fast, Reliable and User Friendly. Keep it Up",524e7cc6-ccd9-4c2a-8384-968ef8f4040e,Google Play Store
Dashen Bank,3,2025-04-07,"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",c23b473c-4144-4bea-98ae-172df77c97b1,Google Play Store
Dashen Bank,1,2025-04-21,no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,4ca0ede2-4259-4cec-a958-71d3a7555715,Google Play Store
Dashen Bank,5,2025-04-21,this app is the most simply to use and secure safe i love it to use for any bank transaction,31577c85-64e5-4309-88f4-c1806697ca2d,Google Play Store
Dashen Bank,1,2025-04-14,The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,a7b719d1-4b74-4a60-b7ed-19b62e900168,Google Play Store
Dashen Bank,5,2025-04-21,"Highly impressed! Dash Bank really nailed it with this app. Secure, reliable, and packed with features I use daily",b5161ddf-ce45-46bf-9858-07071bdeeaba,Google Play Store
Dashen Bank,5,2025-04-21,one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,62ff3224-447a-4021-9b69-69faade17181,Google Play Store
Dashen Bank,2,2025-04-04,This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,4eb71bb5-9546-4eb8-9115-35dbb8ec6a84,Google Play Store
Dashen Bank,5,2025-04-21,"amazing features, faster and easy to use",0dbc863f-6b31-45ac-b3b6-cc5aad65786d,Google Play Store
Dashen Bank,5,2025-04-22,"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",02103d94-84d8-4ca5-aa3d-db0e512c68a7,Google Play Store
Dashen Bank,5,2025-04-21,Super Easy To Use and Fast Transaction.,65fbea88-9893-412a-adf2-7bde81ea0d0f,Google Play Store
Dashen Bank,5,2025-04-21,"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",963f1643-28ff-462c-88a7-bc9146390102,Google Play Store
Dashen Bank,5,2025-04-23,All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,99705962-8067-497e-a116-cd6599ca4bb8,Google Play Store
Dashen Bank,5,2025-04-21,it so fanrastic and user friendly app. Bravo Dashen bank thanks.,43630291-4571-4e34-96d8-1d7ba7d174a9,Google Play Store
Dashen Bank,5,2025-04-21,To join digital world use supper app and make your life easy,0e6b332e-9636-45c6-9467-3826506707f5,Google Play Store
Dashen Bank,4,2025-01-20,Amazing app to use as usual! But why option of transferring to Telebirr and M pesa which was available on Amole app is omitted?? Dasheen is my favourite keep it up.,513a636f-9b72-4092-bae7-33352916e8e5,Google Play Store
Dashen Bank,2,2025-05-26,"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",aa332503-7097-479d-89d9-6b762bb9e814,Google Play Store
Dashen Bank,5,2025-02-07,"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",631604e5-d2d7-4cfc-8eed-174a736a28ad,Google Play Store
Dashen Bank,5,2025-01-16,"Excellent and user friendly App. Excellence is what makes you always one step ahead. Dashen Bank, Always One Step Ahead !!",6653632f-1bf6-4a52-8cf4-40b9d21e88f2,Google Play Store
Dashen Bank,5,2025-04-21,"I choose Dashen Bank Super Up since, it is easy to use & it has attractive features !",98a21365-53e3-42ef-8481-573c6ef8a181,Google Play Store
Dashen Bank,5,2025-04-21,the chat banking and unique and only app that alow money request!!,0d377b76-0853-4251-b23e-81fd0cc4d9f5,Google Play Store
Dashen Bank,4,2025-03-08,Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,82441d3e-7555-4c97-a5d3-aada8ee43dce,Google Play Store
Dashen Bank,5,2025-02-06,"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",f1f64244-c9b5-4cbe-9844-7d101beed08c,Google Play Store
Dashen Bank,5,2025-04-21,"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!",d41af5b1-8acf-4f66-9d54-e14316bf489d,Google Play Store
Dashen Bank,5,2025-04-21,easiness to use with fast response time,195107de-6ae9-4adf-bb09-e25c029d6706,Google Play Store
Dashen Bank,5,2025-04-22,"This is the best app ever, when is it planned to include digital lending and gasification?",2bc93d8c-1975-44d3-b7c2-ef3429278f07,Google Play Store
Dashen Bank,5,2025-04-21,", Dashen Bank Supper App is multipurpose, convenient, very attractive and Make life easier",82f5d5da-6678-4f6d-8d35-a5130983c919,Google Play Store
Dashen Bank,5,2025-04-22,Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,751bedd2-1517-4cb4-a41c-f02d5f4b2468,Google Play Store
Dashen Bank,5,2025-05-09,Amazing app super easy to use and best design. loved it.,e1c1214a-8bc1-45db-bc49-3d51dddc6b88,Google Play Store
Dashen Bank,3,2025-04-01,this apps have a good feature but but some features like developer mode turn off irritate user,f586fd46-d883-4970-8ae3-dfded1df6aa1,Google Play Store
Dashen Bank,2,2025-04-17,very disappointing app. Closes frequently and unstable in function,04461449-8fd8-4684-8b12-1bc3aee7f6f2,Google Play Store
Dashen Bank,5,2025-04-21,Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,369da03b-61ed-424a-abab-7efc142b1038,Google Play Store
Dashen Bank,1,2025-04-12,It's bad for the connection and too many days are it that not working,0096a509-2709-4211-b0f4-626d3d6a8dbb,Google Play Store
Dashen Bank,5,2025-04-21,dashen super app is simple faster and reliable.,369c76a3-4250-4983-a479-859c8eed7007,Google Play Store
