Bank/App Name,Rating,Date,Review Text,Review ID,Source,sentiment_score,sentiment_label
Commercial Bank of Ethiopia,1,2025-03-21,What an absolutely terrible update. No screenshots and you still have this stupid restriction on developer options. WHAT ABOUT THOSE OF US WHO ARE ACTUALLY DEVELOPERS!!!!!! At this point telebirr just wins the game 100%. CBE. Do. Better!,886b8882-6269-4710-9796-2f97a0062b29,Google Play Store,0.9841668605804443,POSITIVE
Commercial Bank of Ethiopia,3,2025-03-25,Please bring back the screenshot option. The screenshot download option takes like 15 second appear in gallery and most people don't know about it.,f8522da0-c097-437e-9926-77b8b595c95d,Google Play Store,-0.995722770690918,NEGATIVE
Commercial Bank of Ethiopia,3,2025-01-01,"The recent update automatically turns the developers option on, and when one starts the app, a message pops up saying the app does not work with the developers option on. So, one has to go to the settings and manually turn the developers option off. Otherwise the app doesn't work.",27531fa4-3867-457e-a7c5-05ad1c75fa9b,Google Play Store,-0.9997578263282776,NEGATIVE
Commercial Bank of Ethiopia,2,2025-01-09,"First this app was pretty good and well connection while transferring money, but now there's no such a worst mob app ever while transferring money it corrupts due to the network and took the amount of money you were transferring from your account then after seconds interruptions it's shows that the money is transferred (this case happens especially to telebirrr wallet) then after you report the issue to the CBE customer service they refund your money to your CBE account after 3-5 days.",5ccbd3c4-b837-4ec5-b57c-8ab86f3cf3ac,Google Play Store,-0.9965466856956482,NEGATIVE
Commercial Bank of Ethiopia,1,2025-03-06,Two step verification update is fake (meaningless). Why because the app gives you an option of to use pin while requesting two step verification step. 🔐 This updated app is not differ than the previous one in case of security & safegaurding users.👹👹💀💀 The other features of the app are best and easy to use it.⭐️⭐️⭐️⭐️⭐️,2c4be739-53d6-4753-90f9-62f82f9b695f,Google Play Store,-0.8035410046577454,NEGATIVE
Commercial Bank of Ethiopia,5,2025-03-31,Really! this app is more simple to use at any time in every where also it's transaction quality between the users within the transaction receipt as abank that means this app is our bank on hand in mobile frankly I proud on this bank digital. I have no word to wrote ...... but it's have weakness on poor connection.,6a7c4ac4-a6d2-4572-9f45-2f51f8172007,Google Play Store,-0.9962796568870544,NEGATIVE
Commercial Bank of Ethiopia,2,2025-02-25,"The app is full of bugs here and there, perhaps it's from the backend side idk. For instance the transaction history you see on top is one made a couple of months ago and you have to refresh until you reach the top. it's just so bizarre. And you can't even search for a transaction you made. Someone with a lot of transactions will find it annoying. Even simple things like localising dates to Amharic dates are now correctly implemented.",ceca6531-d52e-4f24-b61a-1f804b5897b2,Google Play Store,-0.9962574243545532,NEGATIVE
Commercial Bank of Ethiopia,5,2025-04-03,It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5ea1fad2-c7cd-43c7-b325-1c3f62032fcd,Google Play Store,0.9997400641441345,POSITIVE
Commercial Bank of Ethiopia,1,2025-01-31,It used to be the best bank app in Ethiopia. But now using it is a terrible experience. For every transaction it shows an error message. Making a simple payment requires 5 to 6 trials to complete.,3a927026-f73f-47b2-a0f3-d81e491db58c,Google Play Store,-0.9970723390579224,NEGATIVE
Commercial Bank of Ethiopia,1,2025-03-22,I'm sad guys what are you doing? Why did you add the screenshot restriction to the app? You just made it worse it was a great value to us. You need to rethink it. i will change the 1 star rating when you resolve the issue.,f107c5a1-1a11-4e79-a9e1-d4e7bdfc0fd1,Google Play Store,-0.9993658661842346,NEGATIVE
Commercial Bank of Ethiopia,2,2025-06-04,it was good app but it have some issues like it doesnt give me the right amount that I have in the bank and have some issues in transferring,9af95d2a-e42c-45ff-a4c9-5c38765df4a4,Google Play Store,-0.9981192946434021,NEGATIVE
Commercial Bank of Ethiopia,2,2025-01-30,Its good but we need an option of choosing a specific period to get a historique of transactions. For example when i want to check my previous transactions i only get few transactions. Thank you.,41fe66fb-7ddd-43e9-b3d7-a6961a8cd946,Google Play Store,0.8520458936691284,POSITIVE
Commercial Bank of Ethiopia,1,2025-05-17,always disappointing ! especially the iOS one !! some similar local applications are extremely superior to this application!! Really disappointing!,539ea673-656c-44ce-b226-f61677fd6e31,Google Play Store,-0.9996201992034912,NEGATIVE
Commercial Bank of Ethiopia,2,2024-12-31,"As an app developer, I rely on Developer Mode to build and test apps, but this app blocks access entirely if it's enabled. This restriction is unnecessary and makes it impossible for developers to use the service. Instead of outright blocking, consider implementing enhanced security measures that don't alienate professionals who need this setting. Please reconsider this policy.",64adc7dc-c597-43ab-b4d4-9e022042bf7b,Google Play Store,-0.9983273148536682,NEGATIVE
Commercial Bank of Ethiopia,4,2025-03-31,it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,3c3f6d93-93b9-45d5-94c8-e2a99c962179,Google Play Store,-0.9151977896690369,NEGATIVE
Commercial Bank of Ethiopia,1,2025-03-26,Doesn't work properly. It crashes some many times. commercial bank of Ethiopia not only the application but also sending money to own CBE birr doesn't get your money in your bank account. forcefully you must wait 3-5 days to get your money back to your account. walk up CBE the world is going to decentralized finance.,1345710a-a286-45a4-b8e5-77f53f186de2,Google Play Store,-0.9995678067207336,NEGATIVE
Commercial Bank of Ethiopia,5,2025-03-29,"I am not exaggerating when I say that this application is one of the biggest players in the banking industry. It has simplified a lot of things for the user, even if the bank is in his pocket. But my opinion is (1), when we transfer money, there is a word limit on the (Note) at the end. Why can't we write our reason briefly? I don't understand why it is limited. On the other hand, there is no limit on the bank. Could you explain this? (2), when we pay for water, why is the code not mentioned",d3125729-3da0-4331-9052-dfbb2850b136,Google Play Store,-0.9912715554237366,NEGATIVE
Commercial Bank of Ethiopia,1,2025-05-05,If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,bde45d03-32a2-40cd-aaf9-4b8e0df51a5e,Google Play Store,-0.9975224137306213,NEGATIVE
Commercial Bank of Ethiopia,5,2025-05-06,well designed! Fixing bugs & two step verification with biometric... simply it's great!,c1bb53ca-ef9c-427f-a7a9-d4bb1ec232b9,Google Play Store,0.9998049139976501,POSITIVE
Commercial Bank of Ethiopia,4,2025-02-03,"I have seen lots of great updates right here, especially the 2FA using the biometric security technique, I suggest you work on minimising app crashing due to the accumulation of cache, very little cache crash it.",450ce12c-bed9-4b5d-8339-ead9eb35562e,Google Play Store,0.8294093608856201,POSITIVE
Commercial Bank of Ethiopia,2,2025-02-08,"Add customer service please other than calling 951. Why would you have a mobile app but not an online text-based customer service? Why? Disappointing And I will never use the top-up feature again, I have been trying to recharge my safaricom balance but your app would say time out and then credit my account but never recharge my balance, why? Where is my money? Do you expect me to call 951 at midnight?",372f2c5a-61f8-493e-906a-44a47462272f,Google Play Store,-0.9992187023162842,NEGATIVE
Commercial Bank of Ethiopia,2,2025-01-25,"Why on earth is CBE telling me to turn off developer mode? As the name clearly states, it's for developers, not for CBE to dictate. There are countless financial apps out there that work just fine without demanding such an unnecessary restriction. If your app can’t handle developer mode, that’s a you problem. Fix your code instead of disabling features that have absolutely nothing to do with you.",d4f5d09d-af50-4123-9f32-56bb8c7f528b,Google Play Store,-0.5818899869918823,NEGATIVE
Commercial Bank of Ethiopia,3,2024-09-12,"I really like this app as it is being updated from time to time and includes multiple payment options. In particular, giving a receipt makes it even more preferable. However, when it is refreshed, it does not show the history of credit and deposit in order and, I am of the opinion that it is better if the recent history is fixed respectively according to the transaction date in the future because there is a problem of confusion.",c3739029-ab5f-4272-92d6-7a301c78fc48,Google Play Store,-0.9586424231529236,NEGATIVE
Commercial Bank of Ethiopia,2,2021-01-01,"The previous version is much better than this one. I used it for more than six years without any problem. But now I'm having a serious trouble with the updated app. I don't know why it takes him forever to refresh and load the home page once you sign in. And if it fails to load, it never recovers. I only see some UI changes. Really disappointed",1fa93fa3-ddb4-4d48-be83-938b9040120c,Google Play Store,-0.9991132616996765,NEGATIVE
Commercial Bank of Ethiopia,3,2023-06-05,"I like the application very much because it is user friendly and makes transactions easiest, especially for business matters. But, these few days I faced difficulties of opening it. I tried to uninstall and re install the app, and re verified at the nearest cbe center. But still failed to use all the functions. It says 'none available'. Any suggestions please!",e6e9c63c-25e0-4df4-bf79-142536d808e9,Google Play Store,-0.9994332194328308,NEGATIVE
Commercial Bank of Ethiopia,4,2022-10-06,"Most of the time, in the 'Recents' button the app becomes stuck and doesn't show up details of transactions and doesn't even scroll down; should be solved. Second, the app doesn't save the last pop-up screen when a transaction is complete. Third, there is no telebirr transfer to other person option and the app by default lets you to only own telebirr transfer.",264a79eb-f934-4bf9-ac6b-8246464eedb6,Google Play Store,-0.9994291663169861,NEGATIVE
Commercial Bank of Ethiopia,3,2022-03-18,"It's a great app. I've been using this app since the bank launched it. As a long-term user, I would like to point out things that need to be improved. 1. Deleting money transfer history should be the user's choice. 2. There should be an option to download an in-depth transfer history for each transfer activity , just as there is posiblity to download a single time transfer recit. Do that and get 5 star.",bdcb8bb5-f596-48dd-8309-9599f3d935db,Google Play Store,0.7781171798706055,POSITIVE
Commercial Bank of Ethiopia,1,2024-08-25,"This app has several issues based on my experience. Below are the problems that I encountered: 1. The app frequently crashes. 2. It only shows a limited transaction record history (25 transactions). 3. You can't access the transaction records after 8:00 pm and on Sundays. 4. It displays a ""payment failed"" message. It would be greatly appreciated if you could address these issues",227c05f4-f142-4a08-8665-9f823e222e7c,Google Play Store,-0.9991637468338013,NEGATIVE
Commercial Bank of Ethiopia,1,2025-02-26,1 star because I have to visit my bank for new installation of the app and reactivation takes about 45 to 60 minutes with there long queue and system failures. Learn from telebire app and give options to customers to apt out of this ridiculous security feature. Second why is there no customization in the settings for displaying which account I want displayed in the first section rather that slide to my main account every time. You are making us pay a monthly subscription. Bare minimum is not it,7ab7c81d-e47e-404e-94b1-a8b6cda4bb02,Google Play Store,-0.9993307590484619,NEGATIVE
Commercial Bank of Ethiopia,2,2020-09-03,"I have been using this app for almost four years now. In the beginning, it was working fine. Sometime later, it gets difficult to create a connection to my account, and could not manage to make and see transactions on my account. After updating it lately, Jul 2020, I was glad this app came with some user interface improvements, and the connection was quite fast. Not longer than two weeks, the app starts to get stuck, and it cannot even show me the UI properly. As a result, I have a useless app on my cell phone, hoping that [you] will soon come with updates.",5c93655e-e7c7-4467-887e-703513adfc36,Google Play Store,-0.9995779395103455,NEGATIVE
Commercial Bank of Ethiopia,3,2020-11-05,"Application UI and new features are better than the previous version. I found a minor bugs though. I couldn't transfer to an account from the beneficiary list, it says None Available; There is still so much to do with the localization; Instead of ሰኔ it says ጁን and more like this; date conversion is missing also. If this minor things are fixed it will be much better.",1dcb4848-76ec-416d-a554-36a7340f3ee1,Google Play Store,-0.9995701909065247,NEGATIVE
Commercial Bank of Ethiopia,4,2023-08-11,"With each update the app is getting slower and slower, specially when requesting transaction history. And I wish the logging process could be done easily. When someone changes a phone, it makes it mandatory to consult the branch and that makes it not to be self assisted. Hope you could fix it. Please add an option of transferring to other TeleBirr numbers other than the ""Own telebirr"" option. It id very limiting now a days",e6c7037c-9169-4360-8805-abf6adf7908c,Google Play Store,-0.9929895401000977,NEGATIVE
Commercial Bank of Ethiopia,4,2022-09-15,"It is a good and progressive app through the updates. I think the app should further solve its bugs like 1. It doesn't download or share attachment on android 12 and 11, it used to work on android 10. 2. Sometimes transactions seem like they have failed and there are no records, but the transactions actually have passed this is a very serious issue, because people will try the transaction again which will end up doubling the payment.",e7f2bdc0-b2b1-4186-b144-c173d8598412,Google Play Store,0.5521489381790161,POSITIVE
Commercial Bank of Ethiopia,5,2025-04-17,"Absolutely the best app! It works flawlessly, anytime and anywhere.",56b44694-2246-482a-be60-6e656324f3ed,Google Play Store,0.9998784065246582,POSITIVE
Commercial Bank of Ethiopia,2,2024-09-04,"The CBE mobile banking app is a time-saver, but it needs several improvements, like adding fingerprint authentication. It's risky when people see me entering my PIN. Additionally, the fees are unreasonable. You could learn from Tele Birr, which adjusts fees based on the transaction amount. However, the CBEMB app charges a flat 10 birr fee for amounts between 5 and 1000 birr, which I think is unfair.",8542d4c5-ec4e-4720-9a82-df371badc73d,Google Play Store,-0.9991649389266968,NEGATIVE
Commercial Bank of Ethiopia,2,2025-06-07,I liked this app. But the User interface is very basic and not attractive at all.,811bf820-3529-433a-9b6d-e624fa23a16a,Google Play Store,-0.9996840953826904,NEGATIVE
Commercial Bank of Ethiopia,1,2024-08-27,"Still needs development on several features.... For example - bank statements available online. The text feature of available balance and debited/credited notifications is very old school and involves too much digital trail. App doesn't always work, could be due to network issues in Ethiopia though. Another major issue is an error message is displayed when transferring from CBE to other banks. Ive almost lost a few thousands doing this once. Always cross check your balances.",a7721fe5-89e1-42e9-a487-283e7095a6eb,Google Play Store,-0.9995390176773071,NEGATIVE
Commercial Bank of Ethiopia,4,2025-03-31,Recently app keeps closing and the notification after says this app has a bug. Can you make an update please,6af02b24-8db3-424d-8c28-536448217610,Google Play Store,-0.9968405961990356,NEGATIVE
Commercial Bank of Ethiopia,3,2025-03-14,"The app has brought a new problem. When i open the app, it closes itself then i have to open it again. Please fix this issue if it's your problem",2f71cb3c-96a2-445b-99c8-9f3a4bb2977e,Google Play Store,-0.9992368221282959,NEGATIVE
Commercial Bank of Ethiopia,3,2023-03-15,"The good thing is its simplicity to undertake the basic functions. Updates with improvements and fixes should have been released by now. Please fix. 5 years after last review… Issues with beneficiary are fixed. However, still unable to track transactions much less to download in appropriate formats. This feature got diminished in the latest update. Please improve and fix.",a86df6ee-37b2-459e-af94-05a78882f4b9,Google Play Store,-0.9920573830604553,NEGATIVE
Commercial Bank of Ethiopia,3,2023-01-29,"The app is awesome. But there are many things to highlight.For example, When spending money from the account , a confirmation text message must be sent to the account holder. Also the fact that, the PIN is only four digits is not safe enough for security, if it is more than eight digits and includes numbers and symbols, it will be cool.",3933ac15-719f-4050-a1a1-33217bebf895,Google Play Store,0.6459237337112427,POSITIVE
Commercial Bank of Ethiopia,5,2025-05-25,"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",52aa3e01-9c6a-499d-aa48-b85b82d34781,Google Play Store,0.9998852014541626,POSITIVE
Commercial Bank of Ethiopia,3,2025-05-11,"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",1c69ba75-de9a-4dd4-9e84-e19d985c0d4d,Google Play Store,-0.9986681938171387,NEGATIVE
Commercial Bank of Ethiopia,5,2025-05-13,It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,150068b3-36ed-489b-8ad7-b8121c0d8662,Google Play Store,-0.992915153503418,NEGATIVE
Commercial Bank of Ethiopia,4,2025-05-22,"Very good app, but please make it reliable . it crashes sometimes .",e207b071-24a5-447f-b6b3-0eb287986a88,Google Play Store,0.9649854898452759,POSITIVE
Commercial Bank of Ethiopia,4,2025-05-22,"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",5c907c9f-8bd3-4703-9505-744e632c595c,Google Play Store,-0.9966771602630615,NEGATIVE
Commercial Bank of Ethiopia,5,2025-05-25,it is smart app but it has stoped after some period of time on my device with out any reason .,8bc7721c-3d11-4a15-a787-fdb0c266a9f4,Google Play Store,-0.9961044788360596,NEGATIVE
Commercial Bank of Ethiopia,4,2025-04-05,nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,fff7e46e-23f5-4824-ad13-75ce3242da2a,Google Play Store,-0.9551453590393066,NEGATIVE
Commercial Bank of Ethiopia,4,2020-07-25,The updated app is attractive and is working very well. Forced to revise my previous rating of 2 star to 4 star. Hope it will keep on working! Rated it excellent for the past years. Revised my review after it keeps on crashing in 2019 and installing it for a second time in less than 3 months. Please work on the problems.,c83ec4e0-788c-4e10-b7a2-15a6a73dc348,Google Play Store,0.9991787075996399,POSITIVE
Commercial Bank of Ethiopia,5,2023-09-11,"I really love this app,it is amazing. It is more flexible than any other banks app. The only and main problem that I encountered with this app is,if it is uninstalled from this devices, I have to go to the bank and mostly the specific barank the account is opened to reconfigur again. This is very unpractical in most cases,since people are traveling and very busy in their day to day activities. Kindly consider to change this option.",544cf531-5360-4c9e-80ee-a232bf954823,Google Play Store,0.9870021343231201,POSITIVE
Commercial Bank of Ethiopia,2,2020-09-12,"I have been using this app for more than a year it came with best version, but now after the last update it's not working well as before. It can't sync, the connection is not working at all. I can't see recent transactions and make any transfer , all the features are not working, I hope you will come with a better update soon.",96904a6f-8f61-46b1-b5f3-c9292747a7d0,Google Play Store,-0.999546468257904,NEGATIVE
Commercial Bank of Ethiopia,1,2023-09-04,"In fact, it's a good app to make our daily life easier! However, I have encountered several times issues with this app. 1. It's not always working with network error, even though the network is good on my phone. 2. It happened to me several times that when I transfer money to someone's account, I doubled the transfer! Or in another word, my money sent two times. If I wanted to send 10,000, I found that sent 20,000 because of the APP error. I hope this will be fixed soon.",a662acd2-c894-4fbe-a5f7-091bf2fd1be0,Google Play Store,-0.9935617446899414,NEGATIVE
Commercial Bank of Ethiopia,2,2025-03-24,there are to many bugs app keeps crashi ng and the update file seems to keep getting worse,265ad3b6-caf0-4359-b484-8415ddc178f2,Google Play Store,-0.9997902512550354,NEGATIVE
Commercial Bank of Ethiopia,1,2025-03-26,"I fails mid transaction, No screenshot, download don't work, link shared not working bring back the old app this is usless",eb098c76-248b-4755-a15f-08a4e6f019cd,Google Play Store,-0.9996533393859863,NEGATIVE
Commercial Bank of Ethiopia,5,2025-03-21,Since last week this app has started not working. It simply log in without network but can't sync. Please fix it.,3c2c522f-ed63-4ee4-9375-8c2dddd10540,Google Play Store,-0.9993410706520081,NEGATIVE
Commercial Bank of Ethiopia,4,2025-05-02,Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,7e817bb8-d23e-4f3f-a5fb-b7c76ddc2126,Google Play Store,-0.9982808828353882,NEGATIVE
Commercial Bank of Ethiopia,3,2025-04-10,its great app but when updating we can't take screen shot please try to fix it,b3117b0e-bdc6-40f4-874e-f61fc5dd50f5,Google Play Store,-0.9934490323066711,NEGATIVE
Commercial Bank of Ethiopia,1,2023-12-26,"URGENT FIX REQUIRED!!! The app does not work anymore! Account balance is not displayed. Trying to use any service on the app shows error ""None available"". What is the point of an internet/mobile banking app if you cannot carry out banking services from your fingertips? I also don't want to reinstall because CBE activation code can only be recieved in the bank, which sounds very ridiculous. These days, banks send OTP to email, so customers can manage their account anywhere in the world.",9b341221-1506-43b6-9476-9eab4ef84ff8,Google Play Store,-0.9997559189796448,NEGATIVE
Commercial Bank of Ethiopia,1,2025-01-01,"The inconvenience of this app is that it requires developer options to be turned off. This hinders my ability to customize my phone as some of the customization can only be done in the developer options. Also, it didn't have this requirement before, so why now? And please return it how it was because this should not be an issue. Also, when a transaction is completed before it used to allow me to save the image of the completed transaction, now it doesn't, so please fix that also.",df6a85c2-2e6a-4509-aced-e0b11f4c9590,Google Play Store,-0.9995642304420471,NEGATIVE
Commercial Bank of Ethiopia,1,2025-03-23,some times it is difficult to get reciepts for the payment made,4ac5c134-1684-4e1c-87e0-94be9c62cdcb,Google Play Store,-0.9993370175361633,NEGATIVE
Commercial Bank of Ethiopia,1,2025-05-03,the worst commercial company that fails to do even the most normal things again and and again.,beae4fab-d673-4120-ba42-ea1bf94a737f,Google Play Store,-0.9997990727424622,NEGATIVE
Commercial Bank of Ethiopia,5,2025-04-28,"I can simply describe this app as ""Making all your work easier"".",ddcde4c3-479f-47e2-b8bd-3b5265ee7487,Google Play Store,0.8382592797279358,POSITIVE
Commercial Bank of Ethiopia,3,2025-04-15,"In the updated version of the app, it takes more time to download the receipt.",ab453d8e-ab8c-4e04-9391-617dda3e4074,Google Play Store,-0.9985652565956116,NEGATIVE
Commercial Bank of Ethiopia,3,2025-03-21,In the lasted update you removed the capability to screenshot transactions.,4b831c55-3e93-470c-b16e-31d6c0b407f4,Google Play Store,-0.998357355594635,NEGATIVE
Commercial Bank of Ethiopia,4,2025-04-01,"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",13003c33-c77b-4786-aad5-49077c6fcee8,Google Play Store,-0.9585955142974854,NEGATIVE
Commercial Bank of Ethiopia,3,2024-03-09,"Sometimes it brings a contradicting notifications. First I saw an internet poll form. After I filled it, another message comes that advises users not fill any forms sent or bank did not send such documents. Sometimes the app gets stack without any prior notices. It happened quite numerical times with me. Otherwise great app. I think a followup maintenance and improvements needed",2f62e041-3e77-454f-815d-c7423cc574b8,Google Play Store,-0.8952964544296265,NEGATIVE
Commercial Bank of Ethiopia,1,2025-02-07,"It used to work properly, but not anymore. I used to use the app from abroad; but these days, it kept saying ""unable to connect"" when I tried to check my balance and do transactions.",92a1eb3a-4db5-4cf3-8cdb-3e26574c5084,Google Play Store,-0.9991911053657532,NEGATIVE
